database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	AX1_GB5_01_10470	BD1_GA3_01_10459	BL2_GA5_01_10461	BR1_GB6_01_10471	Fusty_GC3_01_10476	KA1_GB1_01_10465	LP1_GB3_01_10467	NB1_GB8_01_10473	PA1_GA4_01_10460	PK1_GB7_01_10472	Rancid_GC2_01_10475	RB2_GB4_01_10469	RB4_GB2_01_10466	TP1_GA8_01_10464	EX1_GA2_01_10458	BL1_GA6_01_10462	YH1_GA7_01_10463	Musty_GC4_01_10477	RB1_GC1_01_10474
CHEBI:28716	C16H30O2	C(CCCCCCC/C=CCCCCCC)(=O)O	"InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-"	Palmitoleic acid	253.2169				13.33	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										668050.8669	473821.788	458640.5714	1258040.112	2025312.785	5841653.544	416261.576	8310582.484	523350.372	1466296.342	1.02E+07	445458.3467	681290.304	1937203.323	964257.3994	437630.577	500370.07	4601565.443	1257048.284
unknown				unknown	254.231				13.1	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										87738.208	67726.56738	61376.06833	164888.928	305883.856	719787.6674	59687.93	1110417.736	51912.51333	194093.28	1211002.58	48846.53	92757.552	303880.9505	102933.07	47286.316	56145.37022	638605.7473	160696.792
unknown				unknown	255.2434				13.77	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										8674099.191	4740033.973	7487328.593	1.38E+07	1.14E+07	1.79E+07	4832975.66	2.08E+07	7316745.295	1.32E+07	2.14E+07	6194728.647	1.01E+07	1.44E+07	1.23E+07	7171104.26	8759697.552	1.61E+07	1.23E+07
CHEBI:15756	C16H32O2	CCCCCCCCCCCCCCCC(O)=O	"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)"	Palmitic acid	255.2334				13.81	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										865986.94	567215.328	2018462.806	752576.5368	885046.8114	553453.47	818907.692	719660.4853	880658.968	888835.1851	579452.94	656948.7712	958188.3886	1308327.9	584954.132	784580.072	882320.012	831494.8993	1575006.863
unknown				unknown	255.1954				12.02	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										0	0	0	594132.812	553231.334	0	0	542584.833	585460.106	450953.1893	0	423236.8773	694352.4192	0	469542.9267	792149.3013	0	0	707198.3872
unknown				unknown	255.7593				13.75	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										19729.3824	409.5776	16756.91333	33936.9624	30951.8592	329625.6432	21586.432	363813.2568	19659.072	57509.5136	294192.624	16221.472	20278.0544	113111.1608	21803.984	20116.82	19246.312	164240.6176	37678.6368
unknown				unknown	256.2467				13.76	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										1163659.336	579095.1937	986444.8503	2014705.147	2227680.936	4712634.974	867842.024	6387198.764	1008358.614	2683457.628	4851048.107	988288.2138	1586712.692	3548334.099	1759634.496	1158234.946	1074421.152	3441307.134	2233976.464
unknown				unknown	257.2494				13.75	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										66835.85533	33420.22733	52522.304	101967.5008	101151.2064	281615.6385	48028.54114	343130.31	62568.408	131799.6624	287529.84	58088.212	79080.904	177708.2472	90420.24	58362.87	55445.31429	192320.776	110608.0415
unknown				unknown	265.1586				11.17	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										135316.2514	146292.7093	152750.2536	162666.264	154592.886	109135.8617	111734.82	126896.0753	130913.568	130072.254	114112.4352	102614.73	140211.688	146558.09	158484.8363	139251.5373	122774.9867	158970.6084	142547.7753
unknown				unknown	266.162				1.17	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										12216.2344	13279.682	16394.03782	14897.4384	10131.5648	9419.0336	11210.268	10455.5808	12915.456	9901.4832	11587.0976	9712.4304	13252.5	11527.94	13564.2464	13525.3912	11695.5008	15815.19673	12193.25067
unknown				unknown	267.2331				13.57	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										68196.18	41095.728	65965.72133	142661.18	122236.0427	381870.4413	54450.93333	898675.104	59600.30933	111989.0057	175811.37	41732.46	81281.09943	228199.9429	95659.55486	58203.856	63794.04114	690022.5024	136599.5782
unknown				unknown	268.2473				13.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										12010.3605	7373.07	8889.948	18896.46545	16959.576	42147.72	10094.967	103952.2727	8853.4425	16864.65455	24946.4376	9118.4435	13536.332	30302.15714	13130.38222	8877.410667	11116.1505	81686.92933	19383.08667
unknown				unknown	269.0455				8.25	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										245197.8533	19293.51267	11256.13867	86383.752	3306.915	156391.34	1190.586	134275.9853	76207.468	288249.8927	7238.9248	40622.484	74713.8944	86032.532	308691.8707	21722.72727	8651.037714	47737.8	12479.48
CHEBI:32365	C17H34O2	CCCCCCCCCCCCCCCCC(O)=O	"InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)"	Heptadecanoic acid	269.2486				14.31	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										243485.374	140576.443	226241.292	333383.5533	277917.6213	286208.1583	240691.0088	543184.2	245762.492	250515.2	189678.464	197294.8824	243970.5473	291332.688	304775.4769	366359.7446	324274.1785	352628.7696	278353.7848
unknown				unknown	270.2629				14.17	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										26294.235	21164.1192	43013.4	46439.09333	33018.69511	37723.33167	57590.56	60895.9	34236.153	36315.34	26275.961	32823.9875	42041.07692	37240.368	37331.98431	38691.03822	26527.494	44836.416	30152.056
unknown				unknown	271.2394				11.88	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										16215.5312	3227.434667	2926.854	22247.28291	3445.346667	27620.22727	2445.164	31559.472	9239.793333	22568.582	44515.16267	4202.890667	14044.63657	13165.34114	29117.1156	4746.461714	3734.171429	3288.74	9671.332
unknown				unknown	275.1033				7.34	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										566650.6096	39306.44057	46029.74836	177112.5306	1182.125	90878.064	5837.681739	84485.14347	499203.424	266316.928	40886.6695	364843.1472	763651.8932	109140.384	892320.307	318454.0915	75899.33684	688.4410909	28265.688
unknown				unknown	275.103				5.75	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										741576.9144	6104.790462	7860.780333	15782.62764	336.1662857	14479.52	3162.4192	7064.977231	267998.8031	26977.08218	21610.19782	225344.2073	261874.2051	72954.82133	389963.2154	152791.464	33554.00892	597.168	1409.3205
CHEBI:27432	C18H30O2	CCC=C/CC=C/CC=C/CCCCCCCC(O)=O	"InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-"	alpha-linolenic acid	277.228				12.88	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										293517.0333	159056.0058	80697.504	744600.6027	1479563.04	8182375.546	22399.36	5848627.521	168251.1377	1746702.301	1202134.192	150364.4297	462267.484	1893356.781	713785.1222	98508.58971	59427.851	4208692.949	1407526.095
unknown				unknown	278.232				12.88	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										40787.00356	19379.29527	12205.29933	102695.092	213556.4424	1331951.03	3889.781333	1079948.451	27682.12582	282471.5227	152694.41	22318.76733	59801.308	321158.992	83190.41964	13595.418	11659.88267	647371.776	198744.858
unknown				unknown	279.1747				11.79	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										24082.49818	16728.0048	18755.622	19718.21067	17069.7488	14994.78	15093.1368	18450.53257	20213.188	16691.8752	10299.672	14898.428	16307.576	16571.4432	19033.73333	14974.6696	15430.4136	17767.85	23270.94
unknown	C18H32O2			alpha-linoleic acid	279.2331				13.51	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										2462194.495	1688894.48	1119042.106	9255459.954	6824128.45	2.13E+07	416030.5234	2.12E+07	1819367.61	1.26E+07	1.65E+07	1566719.623	4164818.544	1.50E+07	6608929.326	1168582.779	1425627.515	1.57E+07	8984007.524
unknown				unknown	279.2441				13.41	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										411287.2427	120427.956	171332.844	1484729.533	1358311.923	9823947.317	63053.998	9575642.504	286166.9726	2341021.151	4283220.312	280707.938	840475.1787	4257149.017	1182985.509	183237.416	225270.976	4382185.913	2027321.837
CHEBI:16196	C18H34O2	CCCCCCCCC=C/CCCCCCCC(O)=O	"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-"	Oleic acid	281.2485				13.98	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										1.21E+07	5648682	6785420.399	1.56E+07	1.94E+07	1.95E+07	1187937.115	2.94E+07	1.04E+07	1.89E+07	2.25E+07	7393967.64	1.74E+07	2.40E+07	1.53E+07	8774948.181	8284407.626	2.51E+07	1.63E+07
unknown				unknown	281.8013				13.93	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										40323.312	4481.36	20909.54133	158673.176	504185.928	1394303.311	1132.198667	1703012.455	30847.61086	505783.5467	736401.304	26005.87467	201231.152	995587.4497	114774.9447	25658.58857	22115.93143	962515.3206	167759.1167
unknown				unknown	282.2635				13.93	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										2445642.596	802669.4	1269797.878	4514396.434	7032102.85	1.85E+07	140248.0987	1.63E+07	1546664.876	7366701.242	1.12E+07	1381244.147	4893993.507	1.10E+07	4297701.136	1359411.297	1450894.24	1.45E+07	4715471.97
CHEBI:28842	C18H36O2	C(CCCCCCCCCC)CCCCCCC(=O)O	"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)"	Stearic acid	283.2642				14.62	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										7174430.447	7937762.701	6318297.156	9357380.847	1.07E+07	1.13E+07	7703973.12	1.23E+07	7929575.988	9796114.287	9974847.927	5869557.179	9090833.402	1.20E+07	7847969.962	8663687.982	7860763.213	9820477.205	8700426.541
unknown				unknown	283.8198				14.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										24557.716	19119.118	23186.33778	20132.208	23576.3704	20203.1544	29343.0816	23548.366	23887.218	20254.7052	8515.736444	19386.841	22540.56067	25765.5384	20251.3432	27284.19	22936.128	22512.4788	22523.052
unknown				unknown	284.2789				14.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										1121499.287	1252975.269	1177528.608	1432228.2	1485670.751	2194615.488	1392934.392	1881107.661	1134627.605	1341690.352	1800574.208	1074682.37	1487183.063	1701608.104	1388946.818	1373942.668	1295908.12	1704426.712	1455948.831
unknown	C17H18O4			unknown	285.1243				6.32	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										801634.6926	59545.67133	110359.172	162057.8171	2909.709	139234.392	6766.396	72163.592	507734.586	222385.8672	50844.96	381770.712	1138844.508	349334	1100332.334	167243.8733	106632.4225	8958.66	47762.04533
unknown				unknown	285.2816				14.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										75282.87667	80433.36767	71010.384	93891.72	100683.254	133347.264	82137.128	121989.7344	69726.10667	91868.54167	106182.5517	80488.234	89053.888	110853.2027	86907.058	87827.386	79619.65333	98856.05067	88798.67333
unknown				unknown	286.1274				6.3	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										105330.9933	6588.068	14464.844	19743.633	318.9048889	18620.90743	1603.6	10479.44	69351.548	30671.29829	9865.44	57478.20978	140420.996	52582.9725	135945.513	20237.28	13078.39086	1393.569333	7036.892571
unknown				unknown	291.0979				6.45	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										695971.5084	1044.586154	5984.150667	15089.104	216.86	24244.572	131.0926667	6852.381714	98287.97629	45571.279	15858.66154	84998.64	173089.9662	76401.20492	245620.5748	124495.0528	20522.76943	389.9810667	1348.893778
unknown				unknown	291.0984				8.19	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										573801.7327	14334.83874	18370.58844	37624.31147	749.432	49930.464	619.8972	26753.96677	79471.392	92560.896	11069.28431	94881.5235	218319.0875	40173.954	274834.7985	70416.19	18577.11448	2294.143368	13624.7264
unknown				unknown	291.2116				12.31	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										82728.94191	49151.564	51033.50945	51797.01818	60365.23927	52676.36291	50780.57018	47454.20727	51521.51964	57548.88646	51918.26	93323.93754	50568.34473	52941.37091	49053.53309	49856.13636	46577.568	35150.598	50030.81345
unknown				unknown	293.1873				8.09	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										20597.52	10537.8768	8197.616	17704.68	7626.508667	12935.972	6585.108	11190.3624	8532.494	18622.4976	9816.675	6936.888	9828.992	12684.438	19641.5	8313.12	6671.392	8216.4936	9734.5536
unknown				unknown	293.1904				12.37	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										85314.0288	101913.5142	147523.0773	124536.7013	105606.3927	75435.74733	88047.488	60685.776	96054.804	75639.3456	48677.886	78061.48467	89865.258	92496.11467	77434.2592	101780.25	90923.74033	103982.1305	85468.512
unknown	C18H30O3			unknown	293.2135				10.92	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										116211.4424	32118.86	37517.55308	1194462.469	68016.52	3077640.778	2551.254154	2686347.2	118622.7462	2690216.167	676863.1232	159280.7475	74880.87	368265.72	753564.4072	48182.08138	17224.61236	349367.904	889754.8312
unknown	C15H28O2			unknown	293.2012				12.64	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										128711.3657	15100.10089	7152.654286	293092.036	34921.3792	965521.9154	1412.064	903096.6309	58887.97714	958327.9345	65449.6	50021.04	113798.0331	210656.29	553723.9733	9813.060889	7006.711111	161224.1646	282145.4263
unknown				unknown	294.2278				10.92	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										51666.00444	5244.360533	5410.7648	173780.7661	16456.70743	626373.3552	416.9562353	741274.702	17210.57143	580783.936	82734.6752	18624.118	22830.95467	59818.64	128085.8304	7539.154857	4744.7928	26633.706	132583.8096
unknown				unknown	294.227				10.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										19296.19733	3151.741714	1373.688571	41865.496	5565.009143	157725.7733	514.8728889	166849.3189	8448.445714	167933.3817	10064.53333	6204.25	16252.36873	29206.915	89159.55733	2199.051556	1375.6	21242.4104	40231.96
unknown				unknown	295.2393				11.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										577248.3657	110594.816	60242.046	2629625.703	352472.7024	8213542.5	2201.332	8394189.613	493727.8178	6508912.234	3026679.088	229057.3064	362517.0857	1679060.032	4904962.556	74200.3392	36380.0904	1065747.003	1755461.965
unknown	C18H31O3			unknown	295.2392				11.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										525959.8327	38547.2	25850.10286	456516.956	533625.754	2826545.716	5022.904	2343275.056	200326.5888	1789184.376	2.46E+07	209742.923	461794.3629	692287.9937	1416346.44	84637.20343	24491.551	497386.23	610131.132
unknown				unknown	295.2762				14.3	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										9178.7472	6683.976	9569.817333	16750.81943	12732.622	83483.67156	6372.5456	173038.47	9721.66	16758.768	8961.3312	8828.740667	14047.19067	49886.35093	10937.16267	8383.7376	9805.7696	53751.92	20476.16
unknown				unknown	296.243				11.13	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										79354.5984	9401.9904	8058.5064	568409.2033	38932.4312	1656828.182	206.036	1844344.667	34378.2528	1398337.567	273176.064	37394.0216	52617.0825	325541.8573	933071.114	10137.68	5924.8608	194331.6648	310220.4536
unknown				unknown	296.2428				11.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										70430.2696	7094.3872	4709.874286	77427.20229	67580.304	530529.932	1744.091429	643054.6667	29536.81371	290388.896	3437926.542	32134.726	58886.7136	124846.7307	226769.1231	11441.8	5240.59	132951.702	108909.9022
unknown				unknown	297.1642				14.31	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										8491.02	8503.064	8937.637333	10898.915	9129.352	8950.673333	10214.44267	7131.232	11613.308	6106.984	5337.264	14501.77867	9890.587	9035.25	13214.462	11034.74667	8313.12	8005.184	10093.71
unknown				unknown	297.1639				13.67	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										10756.0064	9975.0816	8577.464	9540.7488	9730.4832	8733.833333	11372.5568	10347.0845	10060.08	8264.928	6625.08	8586.659	10946.5416	9323.604	9987.792	11937.1896	14606.4608	6878.266	10323.422
unknown				unknown	297.1649				11.32	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										224620.201	259923	210491.804	257915.6708	236746.1508	182252.895	210475.6394	203910.5633	206130.6818	212081.876	146515.498	109832.16	199734.0167	211797.3403	861719.7727	191121.77	158165.063	236424.852	248966.76
unknown				unknown	297.1637				12.67	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										23488.4	19308.96	19684.56457	17887.03714	20815.98171	34099.79943	16643.812	17575.114	13252.8	12576.72	12478.768	10876.635	38080.11543	8117.656	14544.69486	34735.85733	16613.27267	17526.51429	30336.02467
unknown				unknown	297.1643				15.02	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										8601.558	9601.459	16276.1725	7638.432	7120.368	9542.6496	9045.795	7697.394	7395.834667	6132.432	5480.475	8471.853	8238.096	7975.776	6384.733333	12903.408	7502.789	6434.344	9179.814
unknown				unknown	297.2551				11.71	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										960883.2593	130051.112	34250.1896	1032065.142	332107.2016	4237000.24	10562.588	2888575.879	489067.1537	3609129.128	2.50E+07	332113.9307	749701.1657	892996.536	2571363.252	148876.514	55032.082	714752.8267	896656.056
unknown	C18H34O3			unknown	297.2431				12.21	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										128765.8944	46032.168	33895.568	395384.7744	784722.384	1732216.256	20414.58	2169051.218	78242.15467	888454.6913	1420000.833	80113.512	173401.1287	403121.8743	347604.4566	47421.72743	33289.616	1275411.424	366086.1533
unknown	C18H34O3			unknown	297.2432				11.71	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										24019.724	31871.36833	18335.534	30689.16686	29522.64514	29220.36133	35351.09667	42785.9712	29429.3552	26910.764	15425.802	28409.184	31888.03086	35798.73067	32826.25833	35609.34031	22517.712	31498.54667	31062.94971
unknown				unknown	298.1681				11.32	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										28685.137	32027.5	31475.796	31144.922	19576.375	23970.45455	27088.192	23498.49433	25601.72727	27309.32831	15298.18909	20881.984	30744.53333	27150.734	105962.7973	27969.30982	30657.53273	26531.052	29588.99491
unknown				unknown	298.2588				11.7	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										168704.1874	10981.9392	6119.9776	161783.152	53413.7376	812752.3008	1637.984	1115149.171	82818.21429	729565.3	2925211.123	54613.54133	126588.4114	148808.6613	458000.966	21526.202	8816.696	105143.3067	157164.162
unknown				unknown	298.2591				12.22	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										19714.7184	9562.936	4673.589333	52869.096	120889.632	273567.6216	3516.848	256321.2	10430.68133	122569.5693	158241.5104	9228.002	18800.684	58686.72	45828.41829	7094.3872	4661.028	193053.6618	60089.72343
unknown				unknown	299.0686				8.11	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										46157.71733	2506.452	2356.411333	24882.904	434.528	24311	209.157	52112.7264	7208.6264	31955.39	2228.436	5656.5368	10890.6688	12540.3024	54577.44	3432.768	2140.883429	5447.31	5694.357333
unknown				unknown	299.2131				12.85	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										72440.01785	79596.55077	123764.0287	64283.19333	76334.52708	31029.4656	82677.95067	52810.91657	82504.10769	34310.4256	40919.04	72970.62933	79218.88	70806.388	56355.57745	64435.4	81481.39867	66613.63077	74024.71833
unknown				unknown	299.2703				12.22	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										31034.811	15883.398	14839.1936	390152.2727	2143325.831	2329863.624	8876.7228	4351451.986	22345.61538	1849840.944	119986.2216	55307.27253	60865.06933	558643.6847	1013253.477	14852.2248	11261.888	301235.4327	73880.5712
unknown				unknown	300.2747				12.23	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										5962.374	6576.024	2396.9152	53664.93	411907.9156	395464.74	1674.1716	683794.6069	4818.4	318040.8	22241.3464	9864.036	8456.0112	78109.66333	167042.4415	3710.0448	2348.736	44486.1032	11528.4048
unknown				unknown	301.2292				13.67	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										195301.3717	84391.57	214569.4603	132318.6384	153103.0647	93406.89943	158941.692	66543.1	204414.9633	174153.1526	73328.06	179472.611	119273.872	96472.376	156771.9487	215644.7378	172060.584	97202.4016	137970.3024
unknown				unknown	302.2324				13.67	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										25932.885	13386.439	30658.3425	23209.88914	17542.644	17419.239	36319.15385	12948.9125	23650.224	30719	10817.757	32098.14833	25855.2475	21997.822	22769.208	28188.81	26602.987	21236.2165	28885.50867
unknown				unknown	303.1237				6.42	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										1367905.887	103714.2907	197943.14	306444.0514	4878.906	260223.5657	10298.306	149229.6347	831458.7326	486078.5613	102716.242	623724.62	1748585.615	630441.531	1897202.387	290348.76	219395.7217	10985.04	85604.97333
unknown				unknown	304.1384				6.32	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										198004.4433	11874.72667	21113.132	34190.816	436.9355	31905.99273	1932.521143	20610.21714	123799.6783	60427.03543	11912.83467	90746.51667	318702.204	84320	252757.33	36875.42971	24846.992	2658.321333	14152.09714
unknown				unknown	305.1885				8.73	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										8454.576	501.7493333	553.564	9274.984	201.104	39106.3488	161.924	39277.10769	3451.714286	51466.09477	1312.941333	5121.966667	5482.758	8540.022857	46930.425	1601.7925	280.741	1166.145333	7695.324
unknown				unknown	305.2277				12.72	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										48519.09091	57776.76764	54486.52509	43288.74982	49653.612	40099.31818	81107.136	38450.832	53796.624	21067.288	41153.864	45506.35345	58713.09018	55281.59709	43968.9904	54932.684	93425.49652	35160.328	48419.45055
unknown				unknown	305.2601				13.77	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										35171.66545	12878.4568	29200.4736	23980.4004	20881.9568	16189.2864	42896.82343	10768.7664	34309.2864	22744.3584	9639.36	35517.756	31794.4	14685.5368	28780.7608	40522.744	38782.968	16983.732	27127.09156
unknown				unknown	307.0942				7.37	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										1636538.889	40045.039	42160.44	81054.8424	1773.1875	100191.168	5007.250957	82509.4464	638591.2426	136541.41	47175.073	361489.698	838015.4456	280166.9867	1109777.424	386388.2138	83587.70653	1971.831273	28737.264
unknown				unknown	307.0932				5.75	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										849140.6267	2908.857778	6929.256	13816.762	511.756	10821.95733	2251.294545	5302.824889	253825.2207	23965.408	21428.055	142792.896	225123.5409	72042.06154	367313.03	188720.0255	27388	360.1823333	1642.491667
unknown				unknown	307.2756				14.24	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										15368.99467	10383.07733	17569.16509	13886.732	14877.16286	18650.304	14781.26	20911.1616	16443.18	14802.076	6830.838	12117.0688	16757.84067	17288.88	17116.96	13539.2544	14408.61067	14474.452	13932.112
unknown				unknown	309.1859				11.69	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										48328.552	60882.42	85780.86073	74841.416	50992.4112	55214.69673	53357.87333	42070.08933	57624.87467	43064.45	26534.40067	47987.84914	63735.386	61827.45164	60648.86364	53381.734	56216.13636	52854.576	51241.9824
unknown				unknown	309.2195				9.18	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										16918.30154	2474.074286	2233.394	40506.49114	5131.808	73631.912	229.0325333	88192.16	8799.527	107247.8	95865.27067	8305.507692	12588.3232	20334.136	100109.9667	3378.592	2059.537067	17773.03467	57578.06492
unknown				unknown	309.2196				9.7	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										11424.29867	3620.454545	3267.1296	32491.16533	8936.002909	84648.795	0	125829.7417	6496.965333	99279.12	112684.944	8747.957333	6227.712	32343.51533	78270.31143	4829.247111	1793.941818	9615.955556	23794.056
unknown	C20H38O2			cis-Eicosenoic acid	309.2799				14.72	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										31656.888	20820.3264	30849.806	54431.6568	72114.5392	1264331.491	20995.86109	1157657.236	32982.55644	97520.559	108675.987	26565.84	117468	507654.6	47517.525	35606.36364	37862.29236	245047.5488	79724.2628
unknown				unknown	310.2957				14.6	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										5733.896	4795.4224	5505.022	7688.1552	11059.3296	172737.1533	3084.0832	181129.716	6059.7416	16652.70514	16551.7536	6918.3072	19565.952	70606.6176	8395.7832	5962.968	6421.228667	38530.88867	10148.4576
unknown				unknown	311.1807				11.89	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										1570999.066	1828768.209	1692590.882	1824214.064	1719082.523	1523736.524	1514140.645	1469468.772	1569918.961	1500271.815	1184986.627	1007191.544	1643908.67	1756289.234	3613130.838	1563616.271	1130389.62	1695106.114	1839271.799
